type,product,normalized_product,quantity,max,min,avg,month,year,file
ΚΡΕΑΣ,χοιρινή μπριζόλα φιλέτο (kg),χοιρινή μπριζόλα φιλέτο (kg),1.0,6.75,4.49,5.27,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΡΕΑΣ,χοιρινός κιμάς (από μερί) (kg),NaN,1.0,6.75,2.99,5.11,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΡΕΑΣ,κοτόπουλο ολόκληρο (kg) (χαμηλότερη τιμή),κοτόπουλο ολόκληρο (kg),1.0,4.5,2.99,3.69,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΡΕΑΣ,κοτόπουλο στήθος φιλέτο (kg) (χαμηλότερη τιμή),κοτόπουλο φιλέτο (kg),1.0,9.99,6.75,8.01,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΡΕΑΣ,αμνοερίφια μικρά (kg),NaN,1.0,11.0,6.49,8.46,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΡΕΑΣ,"βοδινό top-side (kg) (ψαχνό, χωρίς κόκκαλο και λίπος)",βοδινό top-side (kg),1.0,15.99,7.99,11.85,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΡΕΑΣ,βοδινός κιμάς (kg) (από κουτάλα καθαρισμένη),βοδινός κιμάς (kg),1.0,12.95,6.5,8.94,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΡΕΑΣ,κουνέλι (kg) (χαμηλότερη τιμή),NaN,1.0,10.49,7.95,9.51,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΑ ΨΑΡΙΑ/ΜΑΛΑΚΙΑ,λαβράκι μεγάλο (kg),NaN,1.0,21.0,10.2,12.74,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΑ ΨΑΡΙΑ/ΜΑΛΑΚΙΑ,τσιπούρα μεγάλη (kg),NaN,1.0,16.75,7.98,9.8,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΑ ΨΑΡΙΑ/ΜΑΛΑΚΙΑ,γόπες (kg),NaN,1.0,10.99,9.7,10.32,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΑ ΨΑΡΙΑ/ΜΑΛΑΚΙΑ,μπαρμπούνι (kg),NaN,1.0,25.99,17.95,21.97,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΑ ΨΑΡΙΑ/ΜΑΛΑΚΙΑ,καλαμάρι μεγάλο (kg),καλαμάρι μεγάλο (kg),1.0,22.95,15.65,20.18,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΑ ΨΑΡΙΑ/ΜΑΛΑΚΙΑ,καλαμάρι μικρό (kg),καλαμάρι μικρό  (kg),1.0,18.99,11.95,13.56,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΑ ΨΑΡΙΑ/ΜΑΛΑΚΙΑ,χταπόδι μεγάλο (kg),χταπόδι μεγάλο (kg),1.0,23.99,14.49,19.83,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΑ ΨΑΡΙΑ/ΜΑΛΑΚΙΑ,χταπόδι μικρό (kg),NaN,1.0,15.99,10.95,12.8,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΨΩΜΙ,ψωμί άσπρο μεγάλο (900gr - 1000gr) (χαμηλότερη τιμή),ψωμί άσπρο μεγάλο (kg),0.95,2.45,0.99,1.67,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΨΩΜΙ,ψωμί άσπρο μικρό (450gr-500gr)(χαμηλότερη τιμή),ψωμί άσπρο μικρό 500gr,0.475,1.79,0.75,1.27,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΨΩΜΙ,slice άσπρο μεγάλο (900gr - 1000gr) (χαμηλότερη τιμή),NaN,0.85,2.65,1.34,1.87,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΨΩΜΙ,slice άσπρο μικρό (450gr-500gr) (χαμηλότερη τιμή),NaN,0.475,2.2,1.0,1.62,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΨΩΜΙ,slice ολικής αλέσεως μεγάλο (900gr - 1000gr) (χαμηλότερη τιμή),NaN,0.95,2.65,1.49,1.95,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΨΩΜΙ,slice ολικής αλέσεως μικρό (450gr-500gr) (χαμηλότερη τιμή),NaN,0.475,2.39,1.05,1.72,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΗΛΙΕΛΑΙΟ,flora sunflower oil 3ltr,NaN,3.0,15.65,10.25,12.51,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΗΛΙΕΛΑΙΟ,lesieur sunflower oil 3ltr,NaN,3.0,14.49,8.3,11.36,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΥΤΙΚΟ ΜΑΓΕΙΡΙΚΟ ΛΙΠΟΣ,spry 350gr,NaN,0.35,3.35,2.1,2.99,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΗΛΙΕΛΑΙΟ,ambrosia sunflower oil 3ltr,NaN,3.0,13.76,8.95,10.52,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΕΛΑΙΟΛΑΔΟ,sekep olive oil extra virgin 1ltr p.bottle,NaN,1.0,9.35,5.99,7.39,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΕΛΑΙΟΛΑΔΟ,agios georgios olive oil extra (cyprus) 1ltr,NaN,1.0,6.99,3.65,5.91,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΕΛΑΙΟΛΑΔΟ,eliohori olive oil extra virgin 1ltr (πλαστικό μπουκάλι),NaN,1.0,9.5,5.89,7.75,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΕΛΑΙΟΛΑΔΟ,αλτις εξαιρετικό παρθένο ελαιόλαδο παραδοσιακό 1ltr,NaN,1.0,8.99,7.12,8.12,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΝΤΟΜΑΤΟΧΥΜΟΣ/ΠΕΛΤΕΣ,κεαν pomilori classic χυμός ντομάτας 250ml,NaN,0.25,0.69,0.47,0.57,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΝΤΟΜΑΤΟΧΥΜΟΣ/ΠΕΛΤΕΣ,μιτσίδης περαστή ντομάτα - passata 3x200 g,NaN,0.6000000000000001,1.8,0.9,1.46,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΝΤΟΜΑΤΟΧΥΜΟΣ/ΠΕΛΤΕΣ,μιτσιδης πάστα ντομάτας 4χ70gr,NaN,0.28,2.15,1.05,1.8,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΝΤΟΜΑΤΟΧΥΜΟΣ/ΠΕΛΤΕΣ,blossom πάστα ντομάτας 4χ70gr,NaN,0.28,1.89,1.4,1.7,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΝΤΟΜΑΤΟΧΥΜΟΣ/ΠΕΛΤΕΣ,sws πουρές τομάτας 4χ70gr,NaN,0.28,2.49,1.75,2.13,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΝΤΟΜΑΤΟΧΥΜΟΣ/ΠΕΛΤΕΣ,maggi ζωμός κότας 12 κύβοι,NaN,12.0,1.75,1.05,1.41,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΝΤΟΜΑΤΟΧΥΜΟΣ/ΠΕΛΤΕΣ,blossom πάστα ντομάτας 70gr,NaN,0.07,0.55,0.34,0.46,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΥΛΙΝΔΡΟΣ ΥΓΡΑΕΡΙΟΥ,κυλινδρος 10kg (τιμη με επιστροφη αδειου),NaN,10.0,16.9,12.95,14.78,9,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΡΕΑΣ,αμνοερίφια μικρά ντόπια /kg,αμνοερίφια μικρά ντόπια (kg),1.0,10.0,5.95,8.31,12,2016,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,αμνοερίφια μικρά ολόκληρα ντόπια /kg,αμνοερίφια μικρά ολόκληρα ντόπια (kg),1.0,9.45,5.95,7.91,12,2016,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινός (λαιμός) λαπάς με κόκκαλο /kg,χοιρινός λαπάς με κόκκαλο (kg),1.0,,,,12,2016,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινή μπριζόλα φιλέτο (καρέ) /kg,χοιρινή μπριζόλα φιλέτο (kg),1.0,6.75,4.72,2.99,12,2016,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινή μπριζόλα λαπά /kg,NaN,1.0,6.03,2.79,4.88,12,2016,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινός κιμάς (καθαρός - ψαχνό χωρίς λίπος ) /kg,NaN,1.0,6.6,2.99,5.37,12,2016,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινός κιμάς κουτάλα /kg,NaN,1.0,6.4,2.39,4.59,12,2016,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινό μερί με κόκκαλο /kg,NaN,1.0,6.0,2.79,4.13,12,2016,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινή κουτάλα με κόκκαλο /kg,NaN,1.0,6.0,1.89,3.78,12,2016,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,μοσχαρίσια μπριζόλα (ντόπια ) /kg,NaN,1.0,9.99,5.5,7.42,12,2016,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,μοσχαρίσιος κιμάς /kg,βοδινός κιμάς (kg),1.0,12.0,5.65,8.05,12,2016,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,κοτόπουλο ολόκληρο /kg,κοτόπουλο ολόκληρο (kg),1.0,5.0,2.4,3.79,12,2016,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,κοτόπουλο φιλέτο /kg,κοτόπουλο φιλέτο (kg),1.0,10.75,5.49,8.3,12,2016,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,γαλοπούλα ντόπια /kg,γαλοπούλα ντόπια (kg),1.0,6.75,4.25,5.2,12,2016,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΜΕΛΟΜΑΚΑΡΟΝΑ,μελομακάρονα /kg,μελομακάρονα (kg),1.0,12.5,5.99,10.23,12,2016,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΟΥΡΑΜΠΙΕΔΕΣ,κουραμπιέδες αμυγδάλου /kg,κουραμπιέδες αμυγδάλου (kg),1.0,12.5,5.95,10.06,12,2016,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΟΥΡΑΜΠΙΕΔΕΣ,κουραμπιέδες με γέμιση φοινίκι (φοινικωτά) /kg,κουραμπιέδες με γέμιση φοινίκι (φοινικωτά) (kg),1.0,14.0,8.8,11.43,12,2016,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,αμνοερίφια μικρά ντόπια /kg,αμνοερίφια μικρά ντόπια (kg),1.0,10.0,6.3,8.19,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,αμνοερίφια μικρά εισαγόμενα /kg,NaN,1.0,8.79,4.99,6.68,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,αμνοερίφια μικρά ολόκληρα ντόπια /kg,αμνοερίφια μικρά ολόκληρα ντόπια (kg),1.0,9.0,6.3,7.7,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,αμνοερίφια μικρά ολόκληρα εισαγόμενα /kg,NaN,1.0,8.79,4.99,6.6,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινός (λαιμός) λαπάς με κόκκαλο /kg,χοιρινός λαπάς με κόκκαλο (kg),1.0,6.0,3.35,4.99,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινή μπριζόλα φιλέτο (καρέ) /kg,χοιρινή μπριζόλα φιλέτο (kg),1.0,8.0,2.99,4.8,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινή μπριζόλα λαπά /kg,NaN,1.0,6.0,3.35,4.98,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινός κιμάς (καθαρός - ψαχνό χωρίς λίπος ) /kg,NaN,1.0,7.5,2.89,5.31,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινός κιμάς κουτάλα /kg,NaN,1.0,6.75,2.5,4.62,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινό μερί με κόκκαλο /kg,NaN,1.0,5.9,2.89,4.22,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινή κουτάλα με κόκκαλο /kg,NaN,1.0,5.9,2.19,3.94,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,μοσχαρίσιο top-side χωρίς κόκκαλο ντόπιο /kg,βοδινό top-side ντόπιο (kg),1.0,14.75,6.95,9.75,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,μοσχαρίσια μπριζόλα (ντόπια ) /kg,NaN,1.0,13.0,5.25,7.47,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,μοσχαρίσιος κιμάς /kg,βοδινός κιμάς (kg),1.0,12.0,5.35,8.02,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,κοτόπουλο ολόκληρο /kg,κοτόπουλο ολόκληρο (kg),1.0,5.0,2.49,3.65,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,κοτόπουλο φιλέτο /kg,κοτόπουλο φιλέτο (kg),1.0,10.3,5.49,7.91,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,γαλοπούλα ντόπια /kg,γαλοπούλα ντόπια (kg),1.0,6.5,3.8,5.01,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,γαλοπούλα εισαγόμενη /kg,γαλοπούλα εισαγόμενη (kg),1.0,5.5,3.45,4.02,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΜΕΛΟΜΑΚΑΡΟΝΑ,μελομακάρονα /kg,μελομακάρονα (kg),1.0,14.0,6.49,10.4,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΜΕΛΟΜΑΚΑΡΟΝΑ,μελομακάρονα επικαλυμμένα με σοκολάτα /kg,μελομακάρονα επικαλυμμένα με σοκολάτα (kg),1.0,14.5,8.9,11.15,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΜΕΛΟΜΑΚΑΡΟΝΑ,μελομακάρονα συσκευασμένα 500g,μελομακάρονα συσκευασμένα 500g,0.5,4.95,3.0,4.0,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΟΥΡΑΜΠΙΕΔΕΣ,κουραμπιέδες αμυγδάλου /kg,κουραμπιέδες αμυγδάλου (kg),1.0,16.0,6.49,10.45,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΟΥΡΑΜΠΙΕΔΕΣ,κουραμπιέδες με γέμιση φοινίκι (φοινικωτά) /kg,κουραμπιέδες με γέμιση φοινίκι (φοινικωτά) (kg),1.0,14.5,7.4,11.32,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΟΥΡΑΜΠΙΕΔΕΣ,κουραμπιέδες συσκευασμένοι 500g,κουραμπιέδες συσκευασμένοι 500g,0.5,8.0,3.0,4.24,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
CHRISTMAS CAKE,christmas cake - ενδεικτική τιμή ανά κιλό (kg),christmas cake (kg),1.0,20.0,6.4,10.48,12,2017,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,αμνοερίφια μικρά ντόπια /kg,αμνοερίφια μικρά ντόπια (kg),1.0,9.5,5.67,7.89,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,αμνοερίφια μικρά εισαγόμενα /kg,NaN,1.0,8.4,5.99,6.9,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,αμνοερίφια μικρά ολόκληρα ντόπια /kg,αμνοερίφια μικρά ολόκληρα ντόπια (kg),1.0,9.0,5.67,7.46,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,αμνοερίφια μικρά ολόκληρα εισαγόμενα /kg,NaN,1.0,7.99,5.99,6.76,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινός (λαιμός) λαπάς με κόκκαλο /kg,χοιρινός λαπάς με κόκκαλο (kg),1.0,6.0,3.39,4.9,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινή μπριζόλα φιλέτο (καρέ) /kg,χοιρινή μπριζόλα φιλέτο (kg),1.0,6.03,2.99,4.66,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινή μπριζόλα λαπά /kg,NaN,1.0,6.24,3.3,4.91,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινός κιμάς (καθαρός - ψαχνό χωρίς λίπος ) /kg,NaN,1.0,7.5,2.79,5.22,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινός κιμάς κουτάλα /kg,NaN,1.0,6.5,2.49,4.47,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινό μερί με κόκκαλο /kg,NaN,1.0,5.9,2.35,4.03,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινή κουτάλα με κόκκαλο /kg,NaN,1.0,5.9,1.99,3.76,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,μοσχαρίσιο top-side χωρίς κόκκαλο ντόπιο /kg,βοδινό top-side ντόπιο (kg),1.0,14.75,6.95,9.72,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,μοσχαρίσια μπριζόλα (ντόπια ) /kg,NaN,1.0,13.0,4.99,7.72,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,μοσχαρίσιος κιμάς /kg,βοδινός κιμάς (kg),1.0,12.0,4.89,8.03,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,κοτόπουλο ολόκληρο /kg,κοτόπουλο ολόκληρο (kg),1.0,5.5,2.45,3.67,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,κοτόπουλο φιλέτο /kg,κοτόπουλο φιλέτο (kg),1.0,10.3,5.2,7.83,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,γαλοπούλα ντόπια /kg,γαλοπούλα ντόπια (kg),1.0,6.5,3.99,4.95,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,γαλοπούλα εισαγόμενη /kg,γαλοπούλα εισαγόμενη (kg),1.0,5.5,3.45,3.86,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΜΕΛΟΜΑΚΑΡΟΝΑ,μελομακάρονα /kg,μελομακάρονα (kg),1.0,16.0,6.99,10.27,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΜΕΛΟΜΑΚΑΡΟΝΑ,μελομακάρονα επικαλυμμένα με σοκολάτα /kg,μελομακάρονα επικαλυμμένα με σοκολάτα (kg),1.0,14.0,8.9,11.35,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΜΕΛΟΜΑΚΑΡΟΝΑ,μελομακάρονα συσκευασμένα 500g,μελομακάρονα συσκευασμένα 500g,0.5,6.95,3.49,4.76,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΟΥΡΑΜΠΙΕΔΕΣ,κουραμπιέδες αμυγδάλου /kg,κουραμπιέδες αμυγδάλου (kg),1.0,16.0,6.99,10.34,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΟΥΡΑΜΠΙΕΔΕΣ,κουραμπιέδες με γέμιση φοινίκι (φοινικωτά) /kg,κουραμπιέδες με γέμιση φοινίκι (φοινικωτά) (kg),1.0,18.0,3.7,11.14,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΟΥΡΑΜΠΙΕΔΕΣ,κουραμπιέδες συσκευασμένοι 500g,κουραμπιέδες συσκευασμένοι 500g,0.5,6.5,3.49,4.56,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
CHRISTMAS CAKE,christmas cake - ενδεικτική τιμή ανά κιλό (kg),christmas cake (kg),1.0,22.0,6.25,11.01,12,2018,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,αμνοερίφια μικρά ντόπια /kg,αμνοερίφια μικρά ντόπια (kg),1.0,11.25,6.99,8.89,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,αμνοερίφια μικρά εισαγόμενα /kg,NaN,1.0,8.9,6.99,7.85,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,αμνοερίφια μικρά ολόκληρα ντόπια /kg,αμνοερίφια μικρά ολόκληρα ντόπια (kg),1.0,11.25,6.5,8.39,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,αμνοερίφια μικρά ολόκληρα εισαγόμενα /kg,NaN,1.0,8.5,6.95,7.38,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινός (λαιμός) λαπάς με κόκκαλο /kg,χοιρινός λαπάς με κόκκαλο (kg),1.0,6.0,3.99,5.14,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινή μπριζόλα φιλέτο (καρέ) /kg,χοιρινή μπριζόλα φιλέτο (kg),1.0,6.0,3.15,4.88,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινή μπριζόλα λαπά /kg,NaN,1.0,6.0,3.75,5.11,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινός κιμάς (καθαρός - ψαχνό χωρίς λίπος ) /kg,NaN,1.0,7.99,2.98,5.44,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινός κιμάς κουτάλα /kg,NaN,1.0,6.5,2.98,4.72,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινό μερί με κόκκαλο /kg,NaN,1.0,6.0,2.69,4.22,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,χοιρινή κουτάλα με κόκκαλο /kg,NaN,1.0,6.0,2.3,4.02,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,μοσχαρίσιο top-side χωρίς κόκκαλο ντόπιο /kg,βοδινό top-side ντόπιο (kg),1.0,12.5,6.95,9.71,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,μοσχαρίσια μπριζόλα (ντόπια ) /kg,NaN,1.0,13.0,4.95,4.57,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,μοσχαρίσιος κιμάς /kg,βοδινός κιμάς (kg),1.0,12.0,4.9,8.06,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,κοτόπουλο ολόκληρο /kg,κοτόπουλο ολόκληρο (kg),1.0,5.5,2.0,3.73,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,κοτόπουλο φιλέτο /kg,κοτόπουλο φιλέτο (kg),1.0,10.3,4.5,7.78,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,γαλοπούλα ντόπια /kg,γαλοπούλα ντόπια (kg),1.0,6.5,3.99,5.14,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,γαλοπούλα εισαγόμενη /kg,γαλοπούλα εισαγόμενη (kg),1.0,4.6,2.99,3.75,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΜΕΛΟΜΑΚΑΡΟΝΑ,μελομακάρονα /kg,μελομακάρονα (kg),1.0,16.0,6.99,10.24,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΜΕΛΟΜΑΚΑΡΟΝΑ,μελομακάρονα επικαλυμμένα με σοκολάτα /kg,μελομακάρονα επικαλυμμένα με σοκολάτα (kg),1.0,14.0,8.99,11.2,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΜΕΛΟΜΑΚΑΡΟΝΑ,μελομακάρονα συσκευασμένα 500g,μελομακάρονα συσκευασμένα 500g,0.5,6.0,1.99,4.52,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΟΥΡΑΜΠΙΕΔΕΣ,κουραμπιέδες αμυγδάλου /kg,κουραμπιέδες αμυγδάλου (kg),1.0,16.0,6.99,10.32,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΟΥΡΑΜΠΙΕΔΕΣ,κουραμπιέδες με γέμιση φοινίκι (φοινικωτά) /kg,κουραμπιέδες με γέμιση φοινίκι (φοινικωτά) (kg),1.0,18.0,4.4,10.76,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΟΥΡΑΜΠΙΕΔΕΣ,κουραμπιέδες συσκευασμένοι 500g,κουραμπιέδες συσκευασμένοι 500g,0.5,8.0,3.0,4.45,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
CHRISTMAS CAKE,christmas cake - ενδεικτική τιμή ανά κιλό (kg),christmas cake (kg),1.0,22.0,5.12,11.5,12,2019,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,αμνοερίφια μικρά ντόπια /kg,αμνοερίφια μικρά ντόπια (kg),1.0,10.45,6.95,8.56,12,2020,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,αμνοερίφια μικρά εισαγόμενα /kg,NaN,1.0,9.5,6.95,7.74,12,2020,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
ΚΡΕΑΣ,αμνοερίφια μικρά ολόκληρα ντόπια /kg,αμνοερίφια μικρά ολόκληρα ντόπια (kg),1.0,10.0,6.95,8.1,12,2020,ΠαρατηρητήτιοΤιμώνΧριστουγέννων
